City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
157,Husavik,66.0449,-17.3389,50.0,66,40,24.16,IS,scattered clouds
158,Ledegem,50.8738,3.1513,39.99,87,63,4.0,BE,broken clouds
159,Egtved,55.618,9.301,39.99,60,97,6.91,DK,overcast clouds
160,Westerly,41.3776,-71.8273,44.6,87,90,11.5,US,moderate rain
161,Alice Springs,-23.7,133.8833,60.8,63,40,6.91,AU,scattered clouds
162,Hualmay,-11.0964,-77.6139,69.66,77,100,10.29,PE,overcast clouds
163,Guane,22.2025,-84.0875,84.45,48,4,9.48,CU,clear sky
164,Havre-Saint-Pierre,50.2334,-63.5986,39.2,75,1,12.66,CA,clear sky
165,Kijang,35.2442,129.2139,44.6,81,40,4.61,KR,scattered clouds
166,Pevek,69.7008,170.3133,20.53,75,100,23.69,RU,overcast clouds
167,Dauphin,51.1494,-100.0502,35.6,64,90,5.75,CA,overcast clouds
168,Buribay,51.9617,58.1592,46.69,66,51,1.79,RU,broken clouds
169,Evensk,61.95,159.2333,24.13,95,100,3.69,RU,snow
170,Kavieng,-2.5744,150.7967,81.14,79,100,6.98,PG,light rain
171,Pisco,-13.7,-76.2167,71.6,73,0,20.71,PE,clear sky
172,Muros,42.7762,-9.0603,52.0,52,3,5.99,ES,clear sky
173,Ruidoso,33.3317,-105.673,66.2,13,1,26.46,US,clear sky
174,Tawau,4.2498,117.8871,75.2,94,20,1.83,MY,few clouds
175,Nirasaki,35.7,138.45,52.0,71,70,2.19,JP,broken clouds
176,Zoetermeer,52.0575,4.4931,43.0,70,98,9.22,NL,overcast clouds
177,Vila Franca Do Campo,37.7167,-25.4333,60.8,88,40,5.75,PT,scattered clouds
178,Vao,-22.6667,167.4833,74.8,85,100,20.36,NC,light rain
179,Caohai,26.8661,104.2841,47.19,88,100,6.71,CN,overcast clouds
180,Lagoa,39.05,-27.9833,62.58,82,55,6.22,PT,broken clouds
181,Kupang,-10.1667,123.5833,73.85,81,83,5.39,ID,broken clouds
182,Kaoma,-14.7833,24.8,65.26,61,96,4.36,ZM,overcast clouds
183,Bako,5.7833,36.5667,63.14,75,58,5.46,ET,light rain
184,Omboue,-1.5746,9.2618,79.59,86,85,5.79,GA,light rain
185,Hit,33.6416,42.8251,68.9,21,2,5.93,IQ,clear sky
186,Tukrah,32.5341,20.5791,58.53,72,86,18.19,LY,overcast clouds
187,Slave Lake,55.2834,-114.769,53.6,37,1,4.61,CA,clear sky
188,Buala,-8.145,159.5921,83.01,73,19,1.63,SB,few clouds
189,Lasa,46.6166,10.7002,37.4,63,0,4.61,IT,clear sky
190,Ambovombe,-25.1667,46.0833,72.21,87,1,7.81,MG,clear sky
191,Provideniya,64.3833,-173.3,19.4,73,75,6.35,RU,broken clouds
192,Ust-Ishim,57.6935,71.1665,47.57,94,49,4.99,RU,scattered clouds
193,East Millcreek,40.7,-111.8105,46.99,61,75,10.36,US,light rain
194,Cortland,42.6001,-76.083,42.01,75,90,8.19,US,overcast clouds
195,Klyuchi,52.2667,79.1667,48.0,82,10,6.87,RU,clear sky
196,Hutchinson,38.0608,-97.9298,57.2,35,90,6.91,US,overcast clouds
197,Cayenne,4.9333,-52.3333,82.4,78,40,8.05,GF,moderate rain
198,Karratha,-20.7377,116.8463,78.46,48,0,15.46,AU,clear sky
199,Komsomolskiy,40.4272,71.7189,57.2,58,73,2.3,UZ,broken clouds
200,Merauke,-8.4667,140.3333,78.39,82,51,10.22,ID,broken clouds
201,Raudeberg,61.9875,5.1352,39.0,87,100,3.78,NO,overcast clouds
202,Dubbo,-32.25,148.6167,50.0,81,100,3.44,AU,overcast clouds
203,Tahe,52.3333,124.7333,28.02,74,100,3.22,CN,overcast clouds
204,Sembakung,3.8167,117.25,77.0,94,40,3.44,ID,scattered clouds
205,Banda Aceh,5.5577,95.3222,80.06,78,95,7.45,ID,overcast clouds
206,Balkhash,46.844,74.9804,47.8,50,0,14.85,KZ,clear sky
207,Goderich,43.7501,-81.7165,37.4,93,100,10.36,CA,overcast clouds
208,Sioux Lookout,50.1001,-91.917,46.4,39,40,5.75,CA,scattered clouds
209,Trindade,-16.6494,-49.4889,80.6,50,40,4.61,BR,scattered clouds
210,Calama,-22.4667,-68.9333,71.6,20,0,24.16,CL,clear sky
211,Dikson,73.5069,80.5464,-10.8,95,100,17.54,RU,overcast clouds
212,Kaeo,-35.1,173.7833,68.0,81,6,5.01,NZ,clear sky
213,Cherskiy,68.75,161.3,20.35,93,100,8.19,RU,light snow
214,Itarema,-2.9248,-39.9167,79.74,81,78,11.34,BR,broken clouds
215,Walla Walla,46.0646,-118.343,71.01,24,1,11.5,US,clear sky
216,Bardiyah,31.7561,25.0865,62.42,77,14,8.16,LY,few clouds
217,Norman Wells,65.282,-126.8329,46.4,53,20,6.91,CA,few clouds
218,Margate,51.3813,1.3862,43.0,72,37,4.0,GB,scattered clouds
219,Bonfim,3.0833,-59.95,87.8,66,40,13.8,BR,moderate rain
220,Sao Mateus Do Sul,-25.8742,-50.3828,62.29,76,44,3.58,BR,scattered clouds
221,Kahului,20.8947,-156.47,80.6,57,40,14.97,US,scattered clouds
222,Westport,41.1415,-73.3579,46.4,93,90,20.71,US,heavy intensity rain
223,Kaitangata,-46.2817,169.8464,51.04,81,60,5.57,NZ,broken clouds
224,Hasaki,35.7333,140.8333,46.4,87,40,4.61,JP,scattered clouds
225,Lebu,-37.6167,-73.65,56.52,82,31,12.24,CL,scattered clouds
226,Acajutla,13.5928,-89.8275,78.01,86,86,5.01,SV,overcast clouds
227,Bombay,19.0144,72.8479,82.4,83,0,10.76,IN,haze
228,Healdsburg,38.6105,-122.8692,69.01,45,20,10.36,US,few clouds
229,Nichinan,31.6,131.3667,55.4,76,75,6.91,JP,broken clouds
230,Acarau,-2.8856,-40.12,79.47,83,87,11.74,BR,overcast clouds
231,Krasnoarmeyskoye,52.7182,50.0322,54.41,58,100,6.38,RU,overcast clouds
232,Martapura,-3.4167,114.85,75.2,100,90,3.44,ID,overcast clouds
233,Lavrentiya,65.5833,-171.0,16.92,89,75,6.82,RU,broken clouds
234,Trincomalee,8.5711,81.2335,77.25,86,99,6.06,LK,overcast clouds
235,Puerto Del Rosario,28.5004,-13.8627,68.0,68,20,9.22,ES,few clouds
236,Saint-Paul,-21.0096,55.2707,75.2,78,75,4.61,RE,broken clouds
